FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
237;238;Yes;15-nov;13;No;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Granite Falls;Caldwell;No;01/01/2007;22/04/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;17;Intersection;01/04/2001;01/01/2001 17:30;Bicyclist Ride Through - Sign-Controlled Intersection;112144;2007;B: Evident Injury;Residential;25-29;27;No;16-20 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);1 lane;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Mountains;Rural;30 - 35  MPH;Stop Sign;Clear;No;35.794437, -81.4334
239;240;No;50-59;59;No;Facing Traffic;O: No Injury;Travel Lane;Native American;Male;None - Rural Crash;Robeson;No;01/01/2003;25/04/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;19;Intersection;01/04/2001;01/01/2001 19:52;Bicyclist Ride Through - Sign-Controlled Intersection;112144;2007;O: No Injury;Commercial;40-49;44;No;51-55 mph;O: No Injury;Native American;Female;Van;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;34.702442, -79.01924
243;244;No;20-24;24;No;Not Applicable;O: No Injury;Non-Roadway;White;Male;Hendersonville;Henderson;No;01/01/2002;24/04/2007;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01/04/2001;01/01/2001 17:02;Bicyclist Ride Out - Commercial Driveway / Alley;363312;2007;O: No Injury;Residential;50-59;54;No;11-15 mph;O: No Injury;Black;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Mountains;Urban;30 - 35  MPH;No Control Present;Clear;No;35.30697, -82.46469
250;251;Yes;10-juin;10;No;NA;C: Possible Injury;Non-Roadway;White;Male;Morganton;Burke;No;01/01/2003;25/04/2007;Non-Roadway;16;Non-Roadway;01/04/2001;01/01/2001 16:56;Non-Roadway;460910;2007;C: Possible Injury;Commercial;60-69;67;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Curve - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Mountains;Urban;5 - 15 MPH;No Control Present;Clear;No;35.733955, -81.695404
253;254;No;15-nov;12;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Mooresville;Iredell;No;01/01/2004;26/04/2007;Motorist Right Turn / Merge;18;Non-Intersection;01/04/2001;01/01/2001 18:49;Motorist Right Turn - Same Direction;311213;2007;B: Evident Injury;Residential;40-49;45;No;6-10 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.573746, -80.822266
267;268;Yes;40-49;44;No;With Traffic;C: Possible Injury;NA;Black;Male;Monroe;Union;No;NA;30/07/2007;Motorist Right Turn / Merge;8;Intersection;01/07/2001;01/01/2001 08:19;Motorist Right Turn - Same Direction;191213;2007;C: Possible Injury;Commercial;30-39;36;No;0-5 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);1 lane;2;Straight - Grade;Local Street;Dry;One-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Cloudy;No;34.981567, -80.543274
271;272;No;15-nov;11;No;NA;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Union;No;01/01/2002;01/05/2007;Backing Vehicle;17;Intersection;01/05/2001;01/01/2001 16:59;Backing Vehicle;119600;2007;C: Possible Injury;Residential;NA;NA;Missing;0-5 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;30 - 35  MPH;No Control Present;Clear;No;34.97867, -80.60186
273;274;Yes;40-49;45;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Raleigh;Wake;No;01/01/2002;01/05/2007;Motorist Failed to Yield - Signalized Intersection;16;Intersection;01/05/2001;01/01/2001 15:59;Motorist Drive Out - Right Turn on Red;132151;2007;C: Possible Injury;Commercial;30-39;32;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.76768, -78.57764
279;280;Yes;20-24;20;No;With Traffic;A: Disabling Injury;Travel Lane;White;Male;None - Rural Crash;Buncombe;No;01/01/2005;04/05/2007;Bicyclist Left Turn / Merge;17;Intersection;01/05/2001;01/01/2001 17:29;Bicyclist Left Turn - Same Direction;111221;2007;A: Disabling Injury;Farms, Woods, Pastures;40-49;40;No;41-45 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Mountains;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Cloudy;No;35.48742, -82.47751
288;289;Yes;40-49;49;No;With Traffic;B: Evident Injury;NA;White;Male;Elizabeth City;Pasquotank;No;01/01/2002;08/05/2007;Motorist Left Turn / Merge;20;Intersection;01/05/2001;01/01/2001 20:55;Motorist Left Turn - Opposite Direction;191212;2007;B: Evident Injury;Residential;20-24;20;No;21-25 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Coarse Asphalt;Coastal;Urban;50 - 55  MPH;Stop And Go Signal;Cloudy;No;36.281555, -76.223434
291;292;Yes;20-24;23;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Wilmington;New Hanover;No;01/01/2003;09/05/2007;Motorist Overtaking Bicyclist;1;Non-Intersection;01/05/2001;01/01/2001 01:24;Motorist Overtaking - Undetected Bicyclist;311231;2007;B: Evident Injury;Residential;NA;NA;Missing;31-35 mph;Injury;/Missing;NA;NA;No;Yes;Dark - Lighted Roadway;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Cloudy;No;34.224724, -77.850746
301;302;Yes;40-49;47;Yes;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Kinston;Lenoir;Yes;01/01/2004;12/07/2007;Bicyclist Left Turn / Merge;17;Non-Intersection;01/07/2001;01/01/2001 17:43;Bicyclist Left Turn - Opposite Direction;311222;2007;C: Possible Injury;Residential;20-24;24;No;31-35 mph;O: No Injury;Black;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Private;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.26491, -77.55592
305;306;Yes;40-49;48;No;With Traffic;A: Disabling Injury;Travel Lane;Other;Male;Charlotte;Mecklenburg;No;01/01/2007;13/05/2007;Motorist Right Turn / Merge;16;Non-Intersection;01/05/2001;01/01/2001 16:43;Motorist Right Turn - Same Direction;311213;2007;A: Disabling Injury;Residential;NA;NA;Missing;21-25 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.16407, -80.87362
306;307;Yes;10-juin;8;No;With Traffic;C: Possible Injury;NA;Black;Female;Durham;Durham;No;NA;13/08/2007;Bicyclist Failed to Yield - Signalized Intersection;17;Intersection;01/08/2001;01/01/2001 17:23;Bicyclist Failed to Clear - Multiple Threat;191157;2007;C: Possible Injury;Residential;50-59;58;No;0-5 mph;O: No Injury;Other;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;35.939487, -78.906654
307;308;Yes;40-49;42;No;Facing Traffic;C: Possible Injury;Travel Lane;Hispanic;Male;Raleigh;Wake;No;01/01/2007;13/05/2007;Motorist Failed to Yield - Midblock;20;Non-Intersection;01/05/2001;01/01/2001 20:25;Motorist Drive Out - Commercial Driveway / Alley;312322;2007;C: Possible Injury;Commercial;25-29;26;No;0-5 mph;O: No Injury;White;Male;Sport Utility;No;No;Dark - Lighted Roadway;Urban (>70% Developed);3 lanes;2;Straight - Level;Public Vehicular Area;Dry;One-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;35.74961, -78.649124
309;310;No;NA;NA;Yes;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Female;Raleigh;Wake;Yes;01/01/2007;06/05/2007;Parallel Paths - Other Circumstances;17;Non-Intersection;01/05/2001;01/01/2001 17:31;Bicyclist Ride Out - Parallel Path;332225;2007;C: Possible Injury;Commercial;25-29;25;No;16-20 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.780373, -78.622314
327;328;Yes;50-59;51;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Iredell;No;NA;21/05/2007;Motorist Overtaking Bicyclist;7;Non-Intersection;01/05/2001;01/01/2001 07:04;Motorist Overtaking - Undetected Bicyclist;311231;2007;B: Evident Injury;Farms, Woods, Pastures;30-39;32;No;41-45 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Rural;50 - 55  MPH;No Control Present;Clear;No;35.774525, -81.024216
330;331;No;15-nov;11;No;With Traffic;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Waxhaw;Union;No;01/01/2007;06/05/2007;Motorist Left Turn / Merge;19;Intersection;01/05/2001;01/01/2001 19:13;Motorist Left Turn - Opposite Direction;131212;2007;O: No Injury;Residential;30-39;36;No;0-5 mph;O: No Injury;Native American;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Rural;NA;No Control Present;Clear;No;34.924225, -80.74722
333;334;Yes;30-39;37;No;NA;C: Possible Injury;NA;Black;Male;Durham;Durham;No;NA;20/08/2007;Bicyclist Failed to Yield - Signalized Intersection;9;Intersection-Related;01/08/2001;01/01/2001 09:45;Bicyclist Ride Through - Signalized Intersection;299155;2007;C: Possible Injury;Commercial;30-39;37;No;11-15 mph;O: No Injury;Black;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.99372, -78.87011
334;335;Yes;60-69;68;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Tarboro;Edgecombe;No;01/01/2002;22/05/2007;Motorist Right Turn / Merge;12;Non-Intersection;01/05/2001;01/01/2001 12:48;Motorist Right Turn - Same Direction;311213;2007;B: Evident Injury;Commercial;50-59;57;No;16-20 mph;Injury;White;Female;Pickup;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.896935, -77.54278
335;336;No;10-juin;7;No;NA;C: Possible Injury;Travel Lane;Black;Female;None - Rural Crash;Johnston;No;01/01/2002;22/05/2007;Motorist Failed to Yield - Midblock;16;Non-Intersection;01/05/2001;01/01/2001 16:44;Motorist Drive Out - Residential Driveway;319321;2007;C: Possible Injury;Residential;20-24;22;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Grooved Concrete;Coastal;Rural;5 - 15 MPH;No Control Present;Clear;No;35.266884, -78.45271
340;341;No;70+;NA;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Elizabeth City;Pasquotank;No;01/01/2003;23/05/2007;Motorist Left Turn / Merge;7;Intersection;01/05/2001;01/01/2001 07:14;Motorist Left Turn - Opposite Direction;111212;2007;B: Evident Injury;Commercial;20-24;22;No;31-35 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;20 - 25  MPH;Stop Sign;Clear;No;36.299107, -76.22545
341;342;No;16-19;16;No;With Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Raleigh;Wake;No;01/01/2003;23/05/2007;Bicyclist Failed to Yield - Signalized Intersection;15;Intersection;01/05/2001;01/01/2001 15:35;Bicyclist Ride Out - Signalized  Intersection;131153;2007;B: Evident Injury;Residential;25-29;28;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;35.873188, -78.69161
343;344;Yes;40-49;48;No;NA;B: Evident Injury;Non-Roadway;Black;Male;Durham;Durham;No;01/01/2006;25/08/2007;Non-Roadway;14;Non-Roadway;01/08/2001;01/01/2001 14:11;Non-Roadway;460910;2007;B: Evident Injury;Commercial;NA;NA;Missing;0-5 mph;Injury;/Missing;NA;Sport Utility;No;No;Daylight;Urban (>70% Developed);NA;2;Curve - Hillcrest;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.98682, -78.89774
346;347;Yes;16-19;17;No;NA;C: Possible Injury;Non-Roadway;Black;Male;Jacksonville;Onslow;No;01/01/2004;24/05/2007;Non-Roadway;14;Non-Roadway;01/05/2001;01/01/2001 14:30;Non-Roadway;460910;2007;C: Possible Injury;Commercial;30-39;38;No;0-5 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Concrete;Coastal;Urban;NA;No Control Present;Clear;No;34.782463, -77.38596
352;353;Yes;50-59;57;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Elizabeth City;Pasquotank;No;01/01/2005;25/05/2007;Motorist Failed to Yield - Signalized Intersection;21;Intersection;01/05/2001;01/01/2001 21:11;Motorist Drive Through - Signalized Intersection;111154;2007;C: Possible Injury;Commercial;NA;NA;No;41-45 mph;Injury;/Missing;NA;NA;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;36.300236, -76.22381
359;360;No;15-nov;14;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Emerald Isle;Carteret;No;01/01/2007;27/05/2007;Crossing Paths - Other Circumstances;21;Intersection;01/05/2001;01/01/2001 21:55;Crossing Paths - Intersection - Other /;132180;2007;B: Evident Injury;Commercial;40-49;47;No;26-30 mph;O: No Injury;White;Male;Pickup;No;No;Dark - Lighted Roadway;Urban (>70% Developed);3 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Rural;40 - 45  MPH;No Control Present;Clear;No;34.663315, -77.04197
362;363;No;50-59;59;No;NA;B: Evident Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;NA;28/05/2007;Crossing Paths - Other Circumstances;9;Intersection;01/05/2001;01/01/2001 09:01;Sign-Controlled Intersection - Other /;119148;2007;B: Evident Injury;Residential;30-39;39;No;6-10 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Clear;No;35.228233, -80.80513
363;364;Yes;16-19;16;No;With Traffic;O: No Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;NA;28/05/2007;Head-On;21;Intersection;01/05/2001;01/01/2001 21:08;Head-On - Motorist;111255;2007;O: No Injury;Residential;60-69;65;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.192406, -80.84484
367;368;Yes;25-29;26;Yes;With Traffic;O: No Injury;Travel Lane;White;Male;Atlantic Beach;Carteret;Yes;01/01/2003;30/05/2007;Motorist Overtaking Bicyclist;22;Non-Intersection;01/05/2001;01/01/2001 22:04;Motorist Overtaking - Misjudged Space;311232;2007;O: No Injury;Commercial;40-49;44;No;26-30 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Rural;30 - 35  MPH;No Control Present;Clear;No;34.704025, -76.737946
368;369;Yes;16-19;17;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Wilmington;New Hanover;No;01/01/2003;30/05/2007;Backing Vehicle;14;Non-Intersection;01/05/2001;01/01/2001 14:48;Backing Vehicle;311600;2007;C: Possible Injury;Residential;20-24;23;No;NA;C: Possible Injury;White;Female;Passenger Car;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;NA;Stop Sign;Clear;No;34.238834, -77.93573
369;370;Yes;15-nov;11;No;With Traffic;B: Evident Injury;NA;Black;Male;Durham;Durham;No;01/01/2005;27/07/2007;Bicyclist Failed to Yield - Signalized Intersection;21;Intersection;01/07/2001;01/01/2001 21:28;Bicyclist Ride Out - Signalized  Intersection;191153;2007;B: Evident Injury;Residential;25-29;26;No;26-30 mph;O: No Injury;Hispanic;Male;Pickup;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Rain;No;35.99027, -78.857925
376;377;No;15-nov;12;No;With Traffic;B: Evident Injury;Travel Lane;Hispanic;Male;Burlington;Alamance;No;01/01/2005;01/06/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;17;Intersection;01/06/2001;01/01/2001 17:35;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2007;B: Evident Injury;Residential;20-24;22;No;21-25 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.075718, -79.42544
388;389;Yes;15-nov;14;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Fayetteville;Cumberland;No;01/01/2003;06/06/2007;Motorist Failed to Yield - Sign-Controlled Intersection;12;Intersection;01/06/2001;01/01/2001 12:53;Motorist Drive Out - Sign-Controlled Intersection;132141;2007;C: Possible Injury;Commercial;20-24;20;No;6-10 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Positive Median Barrier;None;No Special Feature;Concrete;Coastal;Urban;5 - 15 MPH;Stop Sign;Clear;No;35.059887, -79.01058
390;391;Yes;40-49;45;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Wilmington;New Hanover;No;01/01/2003;06/06/2007;Motorist Left Turn / Merge;17;Intersection;01/06/2001;01/01/2001 17:30;Motorist Left Turn - Opposite Direction;111212;2007;C: Possible Injury;Commercial;30-39;35;No;31-35 mph;O: No Injury;Black;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);6 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;34.202225, -77.92314
391;392;Yes;15-nov;13;No;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Surry;No;01/01/2003;06/06/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;16;Intersection;01/06/2001;01/01/2001 16:19;Bicyclist Ride Through - Sign-Controlled Intersection;112144;2007;B: Evident Injury;Residential;20-24;20;No;41-45 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Mountains;Rural;50 - 55  MPH;Stop Sign;Clear;No;36.45296, -80.54122
392;393;Yes;15-nov;13;No;Not Applicable;A: Disabling Injury;NA;White;Male;None - Rural Crash;Harnett;No;01/01/2004;07/06/2007;Bicyclist Failed to Yield - Signalized Intersection;17;Intersection-Related;01/06/2001;01/01/2001 17:13;Bicyclist Ride Out - Signalized  Intersection;293153;2007;A: Disabling Injury;Residential;40-49;42;No;41-45 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);5 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;Related To Intersection;Coarse Asphalt;Coastal;Rural;40 - 45  MPH;Stop And Go Signal;Clear;No;35.22448, -78.93824
397;398;No;40-49;44;No;With Traffic;O: No Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2004;13/09/2007;Motorist Failed to Yield - Sign-Controlled Intersection;18;Intersection;01/09/2001;01/01/2001 18:06;Motorist Drive Out - Sign-Controlled Intersection;111141;2007;O: No Injury;Residential;30-39;32;No;0-5 mph;O: No Injury;Hispanic;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Cloudy;No;35.196415, -80.83864
398;399;No;0-5;4;No;NA;C: Possible Injury;Non-Roadway;Black;Male;Charlotte;Mecklenburg;No;NA;28/05/2007;Non-Roadway;16;Non-Roadway;01/05/2001;01/01/2001 16:34;Non-Roadway;460910;2007;C: Possible Injury;Residential;30-39;30;No;0-5 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.20945, -80.74475
403;404;Yes;15-nov;11;No;Not Applicable;B: Evident Injury;Driveway / Alley;White;Male;None - Rural Crash;Buncombe;No;01/01/2007;10/06/2007;Bicyclist Failed to Yield - Midblock;22;Non-Intersection;01/06/2001;01/01/2001 22:54;Bicyclist Ride Out - Residential Driveway;353311;2007;B: Evident Injury;Farms, Woods, Pastures;30-39;32;No;26-30 mph;O: No Injury;White;Male;Pickup;No;No;Dusk;Rural (<30% Developed);2 lanes;2;Curve - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;Driveway, Private;Smooth Asphalt;Mountains;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.511692, -82.281456
405;406;Yes;25-29;28;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2007;16/09/2007;Bicyclist Left Turn / Merge;10;Intersection;01/09/2001;01/01/2001 10:20;Bicyclist Left Turn - Same Direction;111221;2007;B: Evident Injury;Residential;30-39;35;No;0-5 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Clear;No;35.139812, -80.84296
406;407;Yes;10-juin;9;No;Facing Traffic;A: Disabling Injury;Travel Lane;Black;Male;Winston-Salem;Forsyth;No;01/01/2006;09/06/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;19;Intersection;01/06/2001;01/01/2001 19:31;Bicyclist Ride Through - Sign-Controlled Intersection;112144;2007;A: Disabling Injury;Residential;30-39;37;No;16-20 mph;A: Disabling Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.120785, -80.226974
411;412;Yes;15-nov;11;No;NA;B: Evident Injury;Travel Lane;White;Male;Cary;Wake;No;01/01/2007;16/09/2007;Crossing Paths - Other Circumstances;18;Intersection;01/09/2001;01/01/2001 18:25;Crossing Paths - Intersection - Other /;119180;2007;B: Evident Injury;Residential;50-59;51;No;16-20 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);NA;2;Curve - Hillcrest;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.76429, -78.76794
